Name,Position,Bye,Value,PTS,PTSespn,PTSmax,minRank,PTSmax_std,minRank_std,Sum_std,Team,Rank,Tier,PosRank,AvgRank,BestRank,WorstRank,RankStdDev,ADP,vsADP,PassYDS,PassTDS,REC,RecYDS,RecTDS,ATT,RushYDS,RushTDS
JakeButt,TE,10,18.54613311,2.8,2.83,2.83,324.2,-0.484089122,-0.863601104,-1.347690226,DEN,387,14,49,324.2,239,394,38,,,0,0,2.7,28.3,0,0,0,0
DanielJones,QB,11,18.4584186,0,0,0,263.7,-1.010119663,-0.34537713,-1.355496793,NYG,267,11,35,263.7,174,368,31.8,385,118,0,0,0,0,0,0,0,0
RhettEllison,TE,11,18.44093475,2.5,2.54,2.54,319,-0.537993312,-0.819059539,-1.357052851,NYG,462,14,65,319,283,359,31.2,,,0,0,1.8,19.4,0.1,0,0,0
MikeBoone,RB,12,18.31598523,0.6,0.6,0.6,278.2,-0.898593754,-0.46957957,-1.368173324,MIN,351,13,107,278.2,160,428,58.6,,,0,0,0.3,0.1,0,1.4,5.9,0
DeonCain,WR,6,18.31405267,0,0,0,265.2,-1.010119663,-0.358225658,-1.368345321,IND,323,12,112,265.2,194,339,40.9,339,16,0,0,0,0,0,0,0,0
BennieFowler,WR,11,18.11389855,2.6,2.59,2.6,323.7,-0.526840721,-0.859318261,-1.386158982,NYG,465,14,153,323.7,277,378,41.6,,,0,0,1.6,19.9,0.1,0,0,0
JordanScarlett,RB,7,18.05419398,0,0,0,267.9,-1.010119663,-0.381353009,-1.391472672,CAR,335,13,103,267.9,166,460,68.7,,,0,0,0,0,0,0,0,0
MarkWalton,RB,5,18.01579943,0.5,0.53,0.53,279.8,-0.91160511,-0.483284667,-1.394889777,MIA,344,13,106,279.8,197,424,57.4,401,57,0,0,0.4,2.9,0,1,2.4,0
RileyRidley,WR,6,17.94832563,0,0,0,269,-1.010119663,-0.390775263,-1.400894926,CHI,443,14,144,351.2,239,416,48.9,269,-174,0,0,0,0,0,0,0,0
EmanuelHall,WR,7,17.85208167,0,0,0,270,-1.010119663,-0.399340949,-1.409460612,TB,471,15,156,331.3,269,420,64.4,270,-201,0,0,0,0,0,0,0,0
ChaseDaniel,QB,6,17.68720386,5.9,6.58,6.58,414.5,0.212947815,-1.637082507,-1.424134692,CHI,507,15,50,414.5,292,501,80.1,,,103,0.6,0,0,0,2.6,0.6,0
AdamShaheen,TE,6,17.45462104,2.1,2,2.1,319.7,-0.619778979,-0.825055519,-1.444834498,CHI,400,14,52,319.7,196,390,37.1,,,0,0,0.8,8,0.2,0,0,0
LaquonTreadwell,WR,12,17.43220273,2.4,2.61,2.61,331,-0.524981956,-0.921847766,-1.446829722,MIN,429,14,140,355.3,259,448,61.8,331,-98,0,0,2.3,20.1,0.1,0,0,0
EmmanuelButler,WR,9,17.32273991,0,0,0,275.5,-1.010119663,-0.446452219,-1.456571882,NO,395,14,130,275.5,228,338,42.3,,,0,0,0,0,0,0,0,0
ElijahHolyfield,RB,7,17.27461793,0,0,0,276,-1.010119663,-0.450735062,-1.460854725,CAR,398,14,120,283,176,444,82.3,276,-122,0,0,0,0,0,0,0,0
JasonCroom,TE,6,17.19389911,1.9,2.33,2.33,327.4,-0.57702738,-0.891011298,-1.468038678,BUF,428,14,56,327.4,276,458,66.9,,,0,0,1.5,17.3,0.1,0,0,0
CharlesClay,TE,12,16.89100771,1.3,1.42,1.42,310.8,-0.74617501,-0.748820918,-1.494995928,ARI,378,13,46,310.8,270,373,36.9,,,0,0,1.6,14.2,0,0,0,0
BryceLove,RB,10,16.79339815,0,0,0,281,-1.010119663,-0.49356349,-1.503683153,WAS,371,13,114,292.9,202,434,52.5,281,-90,0,0,0,0,0,0,0,0
CameronMeredith,WR,10,16.63656023,2.6,3.1,3.1,349.9,-0.433902462,-1.083739222,-1.517641684,NE,402,14,133,349.9,244,446,68.2,,,0,0,1.5,19,0.2,0,0,0
AndreEllington,RB,7,16.51429067,0,0,0,283.9,-1.010119663,-0.518403978,-1.528523641,TB,359,13,112,283.9,201,449,68.1,404,45,0,0,0,0,0,0,0,0
JordanMatthews,WR,4,16.41808516,3,2.74,3,350,-0.452490114,-1.084595791,-1.537085905,SF,461,14,152,361.8,351,374,8.9,350,-111,0,0,1.4,21.4,0.1,0,0,0
MylesGaskin,RB,5,16.31217836,0,0,0,286,-1.010119663,-0.536391917,-1.54651158,MIA,314,12,96,286,171,416,36.6,298,-16,0,0,0,0,0,0,0,0
AldrickRobinson,WR,7,16.20491825,3.8,4.05,4.05,375,-0.257319772,-1.298737929,-1.556057701,CAR,534,15,186,396,391,401,5,375,-159,0,0,1.2,16.5,0.4,0,0,0
JoshOliver,TE,10,16.17743682,0,0,0,287.4,-1.010119663,-0.548383877,-1.55850354,JAC,374,13,45,287.4,155,372,52.3,405,31,0,0,0,0,0,0,0,0
BuddyHowell,RB,10,15.98494891,0,0,0,289.4,-1.010119663,-0.565515248,-1.575634911,HOU,409,14,124,289.4,136,471,108.3,,,0,0,0,0,0,0,0,0
TeddyBridgewater,QB,9,15.92865057,1.4,1.844,1.844,330,-0.667363367,-0.91328208,-1.580645447,NO,411,14,40,330,246,480,79.3,,,23.6,0.2,0,0,0,2.2,1,0
AmeerAbdullah,RB,12,15.79179099,0.1,0.29,0.29,297.7,-0.956215474,-0.636610438,-1.592825912,MIN,362,13,113,297.7,253,436,42.5,,,0,0,0.3,2.8,0,0.1,0.1,0
JazzFerguson,WR,11,15.5614755,0,0,0,293.8,-1.010119663,-0.603204264,-1.613323927,SEA,410,14,135,293.8,238,440,74.5,,,0,0,0,0,0,0,0,0
DawsonKnox,TE,6,15.52297791,0,0,0,294.2,-1.010119663,-0.606630538,-1.616750201,BUF,379,13,47,294.2,192,371,49.5,389,10,0,0,0,0,0,0,0,0
TylerKroft,TE,6,15.51567259,0.7,0.72,0.72,309.9,-0.876288572,-0.741111801,-1.617400373,BUF,397,14,51,309.9,199,396,48.8,407,10,0,0,0.8,7.2,0,0,0,0
TajaeSharpe,WR,11,15.32667613,2.8,2.68,2.8,357,-0.489665417,-1.144555589,-1.634221006,TEN,499,15,170,401.3,282,489,78.8,357,-142,0,0,1.6,19.8,0.1,0.1,1,0
MattGay,K,7,15.21499725,0,0,0,297.4,-1.010119663,-0.634040732,-1.644160395,TB,412,14,30,297.4,192,461,93.9,327,-85,0,0,0,0,0,0,0,0
DrewLock,QB,10,15.14762648,0,0,0,298.1,-1.010119663,-0.640036712,-1.650156375,DEN,346,13,38,298.1,229,426,48.5,359,13,0,0,0,0,0,0,0,0
TorreySmith,WR,7,15.10916734,3,2.93,3,363.6,-0.452490114,-1.201089114,-1.653579228,CAR,451,14,146,363.6,296,415,42.5,,,0,0,1.5,17.3,0.2,0,0,0
JDMcKissic,RB,11,15.04561045,0.2,0.16,0.2,303.5,-0.97294436,-0.686291414,-1.659235774,SEA,404,14,122,303.5,232,443,62.5,,,0,0,0,0,0,0.6,1.6,0
RussellShepard,WR,11,15.00416224,2.6,2.77,2.77,359.7,-0.495241713,-1.16768294,-1.662924653,NYG,493,15,165,359.7,298,407,45.6,,,0,0,0.8,15.7,0.2,0,0,0
BriceButler,WR,5,14.75785767,1.5,1.35,1.5,334.7,-0.731304889,-0.953540802,-1.684845691,MIA,473,15,158,334.7,240,396,67.9,,,0,0,0.8,7.5,0.1,0,0,0
DevineOzigbo,RB,9,14.74340186,0,0,0,302.3,-1.010119663,-0.676012591,-1.686132254,NO,403,14,121,302.3,237,456,72.6,,,0,0,0,0,0,0,0,0
JaceSternberger,TE,11,14.64715791,0,0,0,303.3,-1.010119663,-0.684578277,-1.69469794,GB,373,13,44,303.3,207,372,38.6,,,0,0,0,0,0,0,0,0
TravisHomer,RB,11,14.57978714,0,0,0,304,-1.010119663,-0.690574257,-1.70069392,SEA,405,14,123,304,209,434,68.2,,,0,0,0,0,0,0,0,0
LukeStocker,TE,9,14.55671165,1.8,1.63,1.8,343.3,-0.675541934,-1.027205698,-1.702747632,ATL,478,15,72,343.3,235,411,77.4,,,0,0,0.9,10.3,0.1,0.1,0,0
GregDortch,WR,4,14.45466999,0,0,0,305.3,-1.010119663,-0.701709648,-1.711829311,NYJ,437,14,142,305.3,241,450,84.3,,,0,0,0,0,0,0,0,0
KaareVedvik,K,12,14.40654801,0,0,0,305.8,-1.010119663,-0.705992491,-1.716112154,MIN,438,14,36,305.8,197,478,104.6,,,0,0,0,0,0,0,0,0
MarcellAteman,WR,6,14.22083691,3.1,2.8,3.1,375,-0.433902462,-1.298737929,-1.732640391,OAK,455,14,148,375,302,413,40.3,400,-55,0,0,2.1,22,0.1,0,0,0
JordanAkins,TE,10,14.0597991,1.4,1.41,1.41,340,-0.748033775,-0.998938935,-1.74697271,HOU,418,14,55,340,242,454,73.7,,,0,0,1.1,14.1,0,0,0,0
AllenHurns,WR,5,13.5326862,2.6,2.44,2.6,371.3,-0.526840721,-1.267044892,-1.793885613,MIA,440,14,143,371.3,247,430,37.1,,,0,0,1.3,18.4,0.1,0,0,0
ZachPascal,WR,6,13.16022081,2.5,2.34,2.5,373,-0.545428372,-1.281606558,-1.82703493,IND,515,15,179,399,325,503,75.7,373,-142,0,0,1.7,16.8,0.1,0.1,0.6,0
DeAndreCarter,WR,10,13.05944172,1.4,1.59,1.59,354.3,-0.714576002,-1.121428238,-1.83600424,HOU,486,15,163,354.3,288,398,47.7,,,0,0,1.6,15.4,0,0.1,0.5,0
EdDickson,TE,11,13.02491231,3.3,3.32,3.32,392.2,-0.393009629,-1.44606772,-1.839077349,SEA,466,14,68,392.2,287,481,62.9,,,0,0,1.2,14.3,0.3,0.1,0.9,0
JamesDevelin,RB,10,12.88505587,1.9,2.23,2.23,370,-0.595615032,-1.255909501,-1.851524533,NE,516,15,142,406,297,516,89.4,370,-146,0,0,0.8,3.8,0,0.4,0.5,0.3
LeeSmith,TE,6,12.80141257,1.6,1.66,1.66,358.5,-0.701564646,-1.157404118,-1.858968764,BUF,520,15,77,358.5,273,444,85.5,,,0,0,0.6,4.6,0.2,0,0,0
NickOLeary,TE,5,12.62066206,1.2,1.32,1.32,353,-0.764762662,-1.110292847,-1.875055509,MIA,484,15,73,353,332,385,23,,,0,0,0.7,7.2,0.1,0,0,0
EddyPineiro,K,6,12.55866404,0,0,0,325,-1.010119663,-0.870453653,-1.880573316,CHI,432,14,34,332.6,245,459,72.9,325,-107,0,0,0,0,0,0,0,0
AlexErickson,WR,9,12.49188585,1.1,1.18,1.18,351.3,-0.790785374,-1.095731182,-1.886516556,CIN,425,14,138,351.3,271,379,28.2,,,0,0,1.3,10.4,0,0.2,1.4,0
DariusSlayton,WR,11,12.4142981,0,0,0,326.5,-1.010119663,-0.883302181,-1.893421844,NYG,393,14,128,326.5,260,437,51.7,,,0,0,0,0,0,0,0,0
JamesOShaughnessy,TE,10,12.0968089,1.5,1.53,1.53,363,-0.725728593,-1.195949702,-1.921678295,JAC,463,14,66,363,323,397,33.8,,,0,0,1.7,15.3,0,0,0,0
DeontayBurnett,WR,4,12.02262236,2.9,2.86,2.9,393.5,-0.471077766,-1.457203111,-1.928280877,NYJ,494,15,166,393.5,294,476,65.1,,,0,0,2,28.6,0,0,0,0
GaryJennings,WR,11,11.94270271,0,0,0,331.4,-1.010119663,-0.92527404,-1.935393703,SEA,406,14,134,331.4,269,439,57,396,-10,0,0,0,0,0,0,0,0
AlexBarnes,RB,11,11.90420513,0,0,0,331.8,-1.010119663,-0.928700314,-1.938819977,TEN,413,14,125,331.8,205,459,85.2,,,0,0,0,0,0,0,0,0
AndreRoberts,WR,6,11.86322084,0.9,1.22,1.22,358.7,-0.783350313,-1.159117255,-1.942467568,BUF,491,15,164,358.7,303,415,45.7,,,0,0,0.6,4.9,0.1,0.1,1.3,0
JoshHill,TE,9,11.80721377,1.5,1.76,1.76,371,-0.682976995,-1.264475187,-1.947452182,NO,470,15,70,371,341,403,22,,,0,0,1,11.6,0.1,0,0,0
KahaleWarring,TE,10,11.69246842,0,0,0,334,-1.010119663,-0.947544822,-1.957664485,HOU,433,14,57,334,231,394,37,,,0,0,0,0,0,0,0,0
FosterMoreau,TE,6,11.47110732,0,0,0,336.3,-1.010119663,-0.967245899,-1.977365562,OAK,416,14,54,336.3,273,408,47.5,,,0,0,0,0,0,0,0,0
BlakeBell,TE,12,11.38353429,0.7,0.67,0.7,352.4,-0.880006102,-1.105153436,-1.985159538,KC,444,14,60,352.4,290,465,62.9,,,0,0,0.8,6.7,0,0,0,0
StanleyMorganJr,WR,9,11.3074926,0,0,0,338,-1.010119663,-0.981807564,-1.991927227,CIN,511,15,175,338,290,386,48,,,0,0,0,0,0,0,0,0
MaxxWilliams,TE,12,11.2874964,1.6,1.76,1.76,376.4,-0.682976995,-1.310729888,-1.993706883,ARI,457,14,64,376.4,306,477,63.1,,,0,0,1.2,11,0.1,0.2,0.6,0
RyanFinley,QB,9,11.27861941,0,0,0,338.3,-1.010119663,-0.98437727,-1.994496933,CIN,474,15,45,338.3,251,480,101.1,,,0,0,0,0,0,0,0,0
JJNelson,WR,6,11.26418922,0.5,0.46,0.5,349.3,-0.917181405,-1.078599811,-1.995781216,OAK,458,14,149,349.3,299,381,30.5,,,0,0,0.5,4.6,0,0.3,0,0
JustinHardy,WR,9,11.23244281,1.6,1.43,1.6,373.5,-0.712717237,-1.2858894,-1.998606637,ATL,472,15,157,373.5,274,475,71.6,,,0,0,0.9,8.3,0.1,0,0,0
ChadWilliams,WR,12,11.12273495,2.4,2.4,2.4,392,-0.564016024,-1.444354583,-2.008370607,ARI,536,15,187,437,363,509,59.6,392,-144,0,0,1.7,17.1,0.1,0.1,0.9,0
SamajePerine,RB,10,11.09172313,0.7,0.74,0.74,356.3,-0.872571041,-1.138559609,-2.01113065,WAS,488,15,136,356.3,257,496,101.7,,,0,0,0.6,1,0,1.6,6.4,0
WillGrier,QB,7,10.99951193,0,0,0,341.2,-1.010119663,-1.009217758,-2.019337421,CAR,419,14,41,341.2,248,455,80.5,,,0,0,0,0,0,0,0,0
JacobHollister,TE,11,10.97930967,0.7,0.65,0.7,356.6,-0.880006102,-1.141129315,-2.021135417,SEA,447,14,62,356.6,267,467,78.3,,,0,0,0.5,6.5,0,0,0,0
BrettHundley,QB,12,10.71078006,0,0,0,344.2,-1.010119663,-1.034914815,-2.045034478,ARI,439,14,43,344.2,248,462,86.9,,,0,0,0,0,0,0,0,0
EliRogers,WR,7,10.62805126,3.2,2.5,3.2,414.5,-0.415314811,-1.637082507,-2.052397318,PIT,506,15,172,414.5,314,502,70.1,,,0,0,4,26.3,0,0.3,-1.3,0
DanArnold,TE,9,10.51543174,2.1,2.1,2.1,391.8,-0.619778979,-1.442641445,-2.062420424,NO,490,15,75,391.8,356,410,21.8,,,0,0,1.2,15,0.1,0,0,0
GehrigDieter,WR,12,10.44322954,0.6,0.55,0.6,360,-0.898593754,-1.170252646,-2.0688464,KC,521,15,181,360,320,400,40,,,0,0,0.3,5.5,0,0,0,0
LukeWillson,TE,6,10.35025814,0.6,0.62,0.62,361.4,-0.894876223,-1.182244606,-2.077120829,OAK,450,14,63,361.4,285,392,21.3,,,0,0,0.9,6.2,0,0,0,0
DwayneAllen,TE,5,10.28317085,0.2,0.21,0.21,353.2,-0.971085595,-1.112005984,-2.083091579,MIA,445,14,61,353.2,226,464,79.7,,,0,0,0.2,2.1,0,0,0,0
BrandonPowell,WR,5,10.26558396,2.2,2.22,2.22,397,-0.597473797,-1.48718301,-2.084656807,DET,514,15,178,397,281,498,89.2,,,0,0,1.8,21.5,0,0.2,0.7,0
JoshMalone,WR,9,10.10646592,0.1,0.13,0.13,353.3,-0.985955716,-1.112862553,-2.098818269,CIN,459,14,150,353.3,270,474,86.3,,,0,0,0.1,1.3,0,0,0,0
NickBoyle,TE,8,10.06220907,1.3,1.33,1.33,379.8,-0.762903897,-1.339853219,-2.102757116,BAL,476,15,71,379.8,239,485,88.8,,,0,0,1.4,13.3,0,0,0,0
BoboWilson,WR,7,9.966635115,1,1.04,1.04,374.5,-0.816808086,-1.294455086,-2.111263172,TB,525,15,184,374.5,333,416,41.5,,,0,0,0.8,10.4,0,0,0,0
TravisFulgham,WR,5,9.863833242,0,0,0,353,-1.010119663,-1.110292847,-2.12041251,DET,517,15,180,353,312,394,41,,,0,0,0,0,0,0,0,0
TaylorBertolet,K,4,9.863833242,0,0,0,353,-1.010119663,-1.110292847,-2.12041251,NYJ,518,15,38,353,337,369,16,,,0,0,0,0,0,0,0,0
DariusJackson,RB,8,9.563557216,0.4,0.4,0.4,364.8,-0.935769057,-1.211367936,-2.147136993,DAL,453,14,131,364.8,263,484,95.8,,,0,0,0,0,0,1.5,4,0
AnthonySherman,RB,12,9.407363651,1,1.21,1.21,384,-0.785209079,-1.375829098,-2.161038177,KC,530,15,146,384,327,441,57,,,0,0,0.5,6,0.1,0.1,0.1,0
VirgilGreen,TE,12,9.377537001,1.7,1.91,1.91,399.5,-0.655095517,-1.508597224,-2.163692741,LAC,498,15,76,399.5,342,490,57.4,,,0,0,1.2,13.1,0.1,0,0,0
DwayneWashington,RB,9,9.319107816,1.2,1.18,1.2,384.7,-0.787067844,-1.381825078,-2.168892922,NO,504,15,139,384.7,289,472,74.9,,,0,0,0,0,0,2.1,11.8,0
KeelanDoss,WR,6,9.026510815,0,0,0,361.7,-1.010119663,-1.184814311,-2.194933974,OAK,495,15,167,361.7,296,400,46.6,,,0,0,0,0,0,0,0,0
TrevonWesco,TE,4,8.708905757,0,0,0,365,-1.010119663,-1.213081073,-2.223200736,NYJ,464,14,67,365,287,479,70.2,,,0,0,0,0,0,0,0,0
CJProsise,RB,11,8.45675171,0.4,0.38,0.4,376.3,-0.935769057,-1.30987332,-2.245642377,SEA,501,15,138,376.3,262,486,91.5,393,-108,0,0,0.6,4.4,0,0.2,-0.6,0
BraxtonBerrios,WR,10,8.449047073,0,0,0,367.7,-1.010119663,-1.236208424,-2.246328087,NE,497,15,169,367.7,334,399,26.6,,,0,0,0,0,0,0,0,0
JoshBellamy,WR,4,8.281695868,1.2,1.33,1.33,398.3,-0.762903897,-1.498318401,-2.261222298,NYJ,496,15,168,398.3,307,483,62.3,,,0,0,0.9,7.3,0.1,0,0,0
MattSchaub,QB,9,8.161820038,0,0.268,0.268,376.5,-0.960304757,-1.311586457,-2.271891214,ATL,526,15,51,376.5,270,483,106.5,,,6.7,0,0,0,0,0.3,0,0
ScottMiller,WR,7,8.131442015,0,0,0,371,-1.010119663,-1.264475187,-2.27459485,TB,469,15,155,371,276,449,64.5,,,0,0,0,0,0,0,0,0
TaquanMizzell,RB,6,8.120876956,1.7,1.65,1.7,408,-0.694129586,-1.581405551,-2.275535137,CHI,539,15,148,408,383,433,25,,,0,0,0.9,8.7,0.1,1,1.8,0
NoahBrown,WR,8,7.986122606,0.7,0.68,0.7,387.7,-0.880006102,-1.407522135,-2.287528237,DAL,509,15,174,387.7,284,491,84.5,,,0,0,0.6,6.8,0,0,0,0
CJHam,RB,12,7.982656801,0.6,0.62,0.62,386,-0.894876223,-1.392960469,-2.287836692,MIN,482,15,134,386,291,500,83.9,,,0,0,0.7,5.7,0,0.4,0.5,0
DavidFluellen,RB,11,7.889968866,0.2,0.23,0.23,378.5,-0.967368065,-1.328717828,-2.296085893,TEN,527,15,145,378.5,328,429,50.5,,,0,0,0,0,0,0.6,2.3,0
AustinCarr,WR,9,7.305689366,1.6,1.29,1.6,414.3,-0.712717237,-1.63536937,-2.348086607,NO,523,15,183,414.3,353,505,65.4,,,0,0,0.6,6.9,0.1,0,0,0
AndyJanovich,RB,10,7.300007506,1.1,1.33,1.33,408.5,-0.762903897,-1.585688394,-2.348592291,DEN,540,16,149,408.5,379,438,29.5,,,0,0,0.5,7,0.1,0.1,0.3,0
XavierGrimble,TE,7,7.257361308,0.4,0.54,0.54,391.8,-0.909746345,-1.442641445,-2.35238779,PIT,489,15,74,391.8,284,488,72.7,,,0,0,0.4,5.4,0,0,0,0
KenjonBarner,RB,9,7.004820758,0.8,0.82,0.82,400.5,-0.85770092,-1.517162909,-2.374863829,ATL,535,15,147,400.5,326,475,74.5,,,0,0,0.1,0.3,0,2.1,7.9,0
RobertGriffin,QB,8,6.996729596,0.3,0.28,0.3,389.3,-0.954356709,-1.421227232,-2.375583941,BAL,487,15,47,389.3,282,487,77.4,,,7,0,0,0,0,0,0,0
ElijhaaPenny,RB,11,6.978253833,0.5,0.54,0.54,394.7,-0.909746345,-1.467481933,-2.377228278,NYG,510,15,141,394.7,279,511,94.7,,,0,0,0.6,3.6,0,0.5,1.8,0
ByronPringle,WR,12,6.832148595,0,0,0,384.5,-1.010119663,-1.380111941,-2.390231604,KC,481,15,161,384.5,308,453,57.9,,,0,0,0,0,0,0,0,0
DamionRatley,WR,7,6.792414064,1.1,1.11,1.11,409,-0.80379673,-1.589971236,-2.393767966,CLE,522,15,182,409,309,504,79.7,,,0,0,1,11.1,0,0,0,0
DarrenFells,TE,10,6.743725125,1.9,1.93,1.93,427.3,-0.651377987,-1.746723281,-2.398101268,HOU,531,15,80,427.3,326,514,77.4,,,0,0,0.7,7.3,0.2,0,0,0
PaulPerkins,RB,11,6.707031451,0,0,0,385.8,-1.010119663,-1.391247332,-2.401366995,NYG,483,15,135,385.8,266,494,92.1,,,0,0,0,0,0,0,0,0
ZachLine,RB,9,6.579041085,1.1,0.95,1.1,411,-0.805655495,-1.607102607,-2.412758102,NO,519,15,143,411,286,520,96.2,,,0,0,0.3,0.9,0.1,0.6,2.6,0
LilJordanHumphrey,WR,9,6.447172767,0,0,0,388.5,-1.010119663,-1.414374683,-2.424494346,NO,532,15,185,388.5,280,497,108.5,,,0,0,0,0,0,0,0,0
DErnestJohnson,RB,7,6.331680019,0,0,0,389.7,-1.010119663,-1.424653506,-2.434773169,CLE,505,15,140,389.7,214,507,126.5,,,0,0,0,0,0,0,0,0
JuwannWinfree,WR,10,6.273933645,0,0,0,390.3,-1.010119663,-1.429792917,-2.43991258,DEN,512,15,176,390.3,357,448,40.9,,,0,0,0,0,0,0,0,0
MasonRudolph,QB,7,6.206562875,0,0,0,391,-1.010119663,-1.435788897,-2.44590856,PIT,545,16,52,427,363,491,64,391,-154,0,0,0,0,0,0,0,0
GarrettCelek,TE,4,5.983294837,1.4,1.2,1.4,423.7,-0.74989254,-1.715886814,-2.465779354,SF,529,15,79,423.7,358,513,65.5,,,0,0,0.3,6,0.1,0,0,0
MackHollins,WR,10,5.205625722,0,0,0,401.4,-1.010119663,-1.524872026,-2.534991689,PHI,475,15,159,401.4,287,462,62.4,,,0,0,0,0,0,0,0,0
CodyCore,WR,9,5.124610603,1.7,1.74,1.74,440,-0.686694525,-1.855507488,-2.542202013,CIN,537,15,188,440,345,517,71.4,,,0,0,0.9,11.4,0.1,0,0,0
DetrezNewsome,RB,12,5.086293466,0.8,0.75,0.8,420,-0.86141845,-1.684193777,-2.545612227,LAC,524,15,144,420,296,521,93.3,,,0,0,0.2,2.1,0,1.2,5.4,0
RichieJames,WR,4,4.995834397,1.3,1.6,1.6,438.3,-0.712717237,-1.840945822,-2.553663059,SF,538,15,189,438.3,403,508,49.3,,,0,0,0.7,10,0.1,0,0,0
RussellGage,WR,9,4.793129494,0.4,0.42,0.42,414.8,-0.932051527,-1.639652212,-2.571703739,ATL,508,15,173,414.8,305,499,72.8,,,0,0,0.4,4.2,0,0,0,0
PatrickDiMarco,RB,6,4.740291952,0.4,0.45,0.45,416,-0.926475231,-1.649931035,-2.576406266,BUF,541,16,150,416,387,445,29,,,0,0,0.2,3.9,0,0.1,0.6,0
JMonMoore,WR,11,4.687931141,0,0.13,0.13,409.6,-0.985955716,-1.595110648,-2.581066364,GB,485,15,162,409.6,293,473,49,,,0,0,0.2,1.3,0,0,0,0
DylanCantrell,WR,12,4.618537584,0,0,0,407.5,-1.010119663,-1.577122708,-2.587242371,LAC,502,15,171,407.5,335,492,56.3,,,0,0,0,0,0,0,0,0
AJMcCarron,QB,10,4.606027144,0.1,0.06,0.1,409.8,-0.991532012,-1.596823785,-2.588355797,HOU,503,15,49,409.8,292,495,83.2,,,4,0,0,0,0,1.5,-1,0
AnthonyFirkser,TE,11,4.552738492,2.4,2.48,2.48,462,-0.549145903,-2.043952569,-2.593098472,TEN,548,16,83,462,423,522,43.1,,,0,0,1.6,18.8,0.1,0,0,0
EricSaubert,TE,10,3.820679014,0.3,0.3,0.3,422.3,-0.954356709,-1.703894854,-2.658251563,NE,528,15,78,422.3,338,510,70.3,,,0,0,0.3,3,0,0,0,0
JamizeOlawale,RB,8,3.624338782,0.1,0.08,0.1,420,-0.991532012,-1.684193777,-2.675725789,DAL,544,16,152,420,385,455,35,,,0,0,0.1,0.8,0,0,0,0
LoganPaulsen,TE,9,3.055262487,1,1.21,1.21,450,-0.785209079,-1.941164343,-2.726373422,ATL,543,16,82,450,397,515,48.9,,,0,0,0.6,6.1,0.1,0,0,0
JoshuaPerkins,TE,10,3.036103924,0.7,0.74,0.74,440,-0.872571041,-1.855507488,-2.728078529,PHI,550,16,85,440,421,459,19,,,0,0,0.6,7.4,0,0,0,0
DerekWatt,RB,12,2.517533276,0.1,0.08,0.1,431.5,-0.991532012,-1.782699161,-2.774231173,LAC,547,16,153,431.5,377,486,54.5,,,0,0,0.1,0.1,0,0.3,0.7,0
StephenAnderson,TE,10,2.481921738,0,0,0,429.7,-1.010119663,-1.767280927,-2.77740059,NE,533,15,81,429.7,356,512,64,,,0,0,0,0,0,0,0,0
QuintonFlowers,QB,9,2.404926572,0,0,0,430.5,-1.010119663,-1.774133475,-2.784253138,CIN,546,16,53,430.5,373,488,57.5,,,0,0,0,0,0,0,0,0
TJLogan,RB,12,1.748547905,0.4,0.39,0.4,446,-0.935769057,-1.906901601,-2.842670658,ARI,542,16,151,446,375,506,54,,,0,0,0.7,3.7,0,0.2,0.2,0
JeremySprinkle,TE,10,0.880625801,0.6,0.86,0.86,465,-0.850265859,-2.069649626,-2.919915485,WAS,549,16,84,465,422,524,43.2,,,0,0,0.3,2.6,0.1,0,0,0
DauriceFountain,WR,6,0.287559518,0,0,0,452.5,-1.010119663,-1.962578557,-2.97269822,IND,551,16,190,452.5,386,519,66.5,,,0,0,0,0,0,0,0,0
JordanLeggett,TE,7,0,1.2,1.36,1.36,485,-0.757327601,-2.240963336,-2.998290937,TB,552,16,86,485,447,523,38,,,0,0,0.9,7.6,0.1,0,0,0
